item_id,user_id,timestamp
6181,219677,973052658000
15130,44598,980874814000
15130,13957,983777277000
15130,30461,985909127000
9064,272395,988295958000
9064,272395,988295958000
15130,299970,1001603281000
38448,133034,1003031512000
38448,101732,1003081700000
38448,204793,1003679294000
38448,298977,1003727743000
38448,12729,1005446532000
15130,286669,1011376815000
15130,186482,1012924625000
21417,48902,1023046602000
15130,293367,1023907233000
6181,300601,1024092434000
2658,263078,1026935704000
15130,138441,1029348578000
15130,185260,1032717493000
2983,3880,1032915207000
15130,46587,1033044766000
43107,234505,1033153727000
6181,51329,1035231824000
2983,311431,1036869101000
15130,280444,1038299330000
41547,314594,1039019284000
15130,71738,1039227667000
15130,295365,1039482629000
15130,285142,1040284731000
2983,89444,1040511807000
2983,230684,1041138685000
15130,14135,1041552169000
6181,266198,1042000906000
17028,198670,1042001781000
2983,19569,1042240980000
15130,309794,1042592194000
6181,173746,1044006271000
2983,280349,1044424591000
2983,124066,1044559494000
20794,272056,1045962806000
6181,213281,1046565024000
20794,27559,1046901519000
6181,247017,1046956705000
19132,48153,1050087989000
15130,268775,1050958918000
6181,80707,1051715728000
60396,290778,1052791742000
2658,91458,1053146919000
20794,49468,1053830863000
2658,313537,1053981794000
41547,51717,1054003517000
15130,110199,1055854031000
36911,85709,1056282288000
27719,147757,1056942863000
43107,173620,1057778226000
17028,187629,1057933108000
60396,69630,1058329380000
60396,107141,1059679866000
19132,295256,1060971499000
2658,264964,1061670899000
17028,173620,1062533029000
62448,319110,1063316348000
36911,66704,1063842081000
19204,236764,1065642713000
2983,100109,1065837068000
17260,320332,1066530791000
6181,244799,1067645637000
17260,72674,1067709610000
36911,244181,1067917864000
6181,179089,1068597477000
6181,306047,1069253398000
6181,276468,1069434932000
32375,213364,1069868746000
2983,213364,1069873133000
2658,183017,1071167987000
19132,262013,1071362602000
9521,90067,1071455426000
23275,246031,1072573873000
50905,61762,1072704280000
27719,286423,1073259836000
27719,215110,1074453678000
17260,164202,1075066648000
9521,141294,1075254349000
50905,60842,1075308667000
19132,318127,1075392158000
25645,297700,1075440467000
6181,67019,1075530386000
19132,29471,1075835579000
50201,65203,1076393693000
2658,30378,1076409582000
9521,157137,1076425014000
2658,29471,1077770771000
36911,184666,1078280110000
6181,261664,1079725534000
25645,119928,1079746827000
9521,34992,1079963113000
44770,87737,1080081615000
60396,277998,1080193575000
2983,4918,1080329211000
60396,299649,1080344664000
19204,97542,1080394213000
11871,250998,1080464670000
27719,157151,1080993783000
50201,153610,1081181361000
2983,2460,1082775925000
60396,274052,1083383273000
17260,214250,1084639047000
44243,285419,1084912616000
63005,140620,1085155954000
32040,190426,1085403674000
17260,188625,1086034739000
2983,232464,1087307513000
19132,53049,1087536219000
63017,221312,1087708526000
25645,248875,1088733858000
18701,113405,1088797388000
22020,42368,1088916222000
32040,60057,1089093366000
63005,79113,1090001830000
22020,264569,1090805713000
62448,322555,1091107378000
19132,262133,1091648186000
61994,102839,1091922509000
29091,27792,1092602547000
32040,273451,1092603860000
47938,153069,1092940490000
2983,138644,1093087557000
2983,217305,1093261859000
18324,239826,1093281730000
19132,148782,1093356151000
52576,258159,1094752590000
5093,193388,1094836146000
40932,279882,1094861734000
23393,196181,1094969587000
17260,1006,1095350264000
24467,314820,1095477359000
19132,101788,1096027913000
32040,27494,1096056422000
19132,225167,1096253252000
17603,223378,1096279209000
22020,223378,1096371104000
59741,208651,1097012142000
2983,258623,1097258700000
2983,258623,1097258700000
52576,25649,1097543277000
22020,279882,1097590760000
2983,47075,1098287006000
18701,163679,1098293930000
2983,118140,1098625954000
18701,128942,1099865503000
2983,200551,1099956748000
63658,50790,1100201026000
