item_id,user_id,timestamp
6181,219677,973052658000
6181,300601,1024092434000
6181,51329,1035231824000
6181,266198,1042000906000
6181,173746,1044006271000
6181,213281,1046565024000
6181,247017,1046956705000
6181,80707,1051715728000
6181,244799,1067645637000
6181,179089,1068597477000
6181,306047,1069253398000
6181,276468,1069434932000
19132,318127,1075392158000
6181,67019,1075530386000
6181,261664,1079725534000
18701,113405,1088797388000
29091,27792,1092602547000
18701,163679,1098293930000
18701,128942,1099865503000
50945,27792,1102752269000
18269,145422,1103814114000
18701,13773,1104047040000
6181,62489,1105381683000
6181,323440,1106005249000
18701,266698,1108238993000
6181,37580,1113330116000
6181,103054,1116303316000
18701,124605,1116723293000
31892,27792,1119977461000
18701,52216,1120858180000
36352,211849,1121551385000
18701,164430,1123160622000
2983,18604,1123589578000
18701,167080,1123881911000
6181,212081,1124298298000
18701,129103,1124627280000
18701,50543,1125079279000
6181,309892,1125354300000
18701,41489,1125819453000
18701,223538,1125923126000
18701,167725,1126182181000
18701,234910,1127532735000
18701,250463,1127614244000
18701,245348,1128118816000
33623,27792,1133673800000
29091,14601,1133750823000
54753,233084,1134689711000
52576,32400,1136217819000
59464,98546,1141008763000
22020,300247,1141487648000
5218,27792,1144113655000
18701,39237,1145913917000
60396,4694,1151636199000
18701,145552,1151843615000
18701,105646,1152753032000
18701,169138,1153063592000
42404,27792,1153336182000
18701,206306,1156882764000
64820,192495,1157975608000
12473,52291,1160607958000
6181,235302,1161042883000
12473,84621,1161713311000
2791,290933,1161892370000
6181,218787,1162175434000
12473,172592,1162779049000
18701,313101,1163100330000
6181,288138,1163185760000
6181,21825,1163211072000
18701,239395,1163273320000
6181,5892,1164112333000
12473,206055,1166152224000
6181,141143,1166639532000
18701,257655,1166755525000
12473,56528,1166755890000
18701,90569,1167350952000
35811,27792,1167702804000
12473,288737,1167830572000
6181,54782,1167835062000
63205,117970,1167850100000
18701,144689,1167914983000
55055,112097,1167920338000
18701,175230,1167934184000
6181,300789,1168350180000
55055,64768,1168389892000
18701,271214,1168390645000
18701,75523,1168399271000
6181,19821,1168452784000
12473,297785,1168489645000
18701,321508,1168528774000
6181,289456,1168529276000
12473,86167,1168529923000
12473,319221,1168530131000
12473,32684,1168533763000
6181,128032,1168543995000
12473,313027,1168563596000
12473,51338,1168614405000
18701,254258,1168616039000
18701,295946,1168648702000
18701,315771,1168664954000
12473,2615,1168869618000
55055,298979,1169164003000
18701,237379,1169212947000
18701,214032,1169213990000
43258,102052,1169333834000
18701,100246,1169394548000
18701,129116,1169404005000
17974,27792,1169416280000
18701,185991,1169486519000
43258,193091,1169588191000
12473,321296,1169683768000
12473,200731,1169755363000
55055,70943,1169927314000
55055,272328,1170136267000
12473,99640,1170303745000
26793,99640,1170304599000
12473,260962,1170476510000
12473,53874,1170784160000
